年月日,平均気温(℃),最高気温(℃),最低気温(℃),降水量の合計(mm),日照時間(時間),平均風速(m/s),最大風速(m/s),桜(初見〜満開)
2014/7/27,30.1,34.5,27.1,3,9,3.1,6,0
2014/7/28,27.7,30.7,25.9,0,8.4,3.1,6.1,0
2014/7/29,27.6,31.8,24.1,0,11.4,3.3,6.4,0
2014/7/30,27.9,31.8,25,0,9,3.5,6.5,0
2014/7/31,29.5,33.9,26.1,0,11.4,2.8,5.9,0
2014/8/1,29.8,33.5,26.6,0,11.8,3,6.4,0
2014/8/2,30.9,35.3,27,0,10.5,2.2,5.1,0
2014/8/3,31,35.5,27.9,0,10.8,2.9,5.9,0
2014/8/4,30.5,34.7,27.8,0,9.1,4.8,8.9,0
2014/8/5,31.1,36.1,28,0,12.9,5.9,9.5,0
2014/8/6,30.8,35.7,27.9,0,12.7,5.6,8.6,0
2014/8/7,29.7,34.2,27.6,0,11.1,5.1,9,0
2014/8/8,29,31.7,26.6,0,1.7,2.4,5.4,0
2014/8/9,25.4,27.8,22.8,0,0,3.3,5.4,0
2014/8/10,26.3,29.4,22.2,45,0.2,5.5,11,0
2014/8/11,29.4,32.9,27.3,0,9.8,7.3,11.4,0
2014/8/12,26.3,29.6,21.7,0.5,0.1,3.2,6,0
2014/8/13,26.7,31.5,21.9,0,6.1,2.1,3.7,0
2014/8/14,27.1,30.1,25.8,19.5,1.1,1.3,3.4,0
2014/8/15,29.5,33.6,25.6,0,11.9,5.1,9.3,0
2014/8/16,27,31.2,23.2,1.5,1.6,3.1,6.5,0
2014/8/17,26.2,30.8,22.3,0,4,2,5.3,0
2014/8/18,29.1,33.6,26,0,6.9,3,8.4,0
2014/8/19,30.3,34.7,26.5,0,12.2,3.3,6.1,0
2014/8/20,31.1,34.5,27.8,0,11.5,2.4,5.6,0
2014/8/21,30.5,34.1,27.5,0,10.7,2.4,6.1,0
2014/8/22,30.2,34.6,27.6,0,10.7,3,6.7,0
2014/8/23,27.6,30.3,25.8,0,3,3.2,6.6,0
2014/8/24,28.4,32.1,25.3,0,5.6,2.3,6.1,0
2014/8/25,27,29.3,24.8,0,0.9,2.3,4.2,0
2014/8/26,25.2,26.9,23.2,0,0,2.6,4.8,0
2014/8/27,21.2,23.4,19.9,5,0,2.8,5.4,0
2014/8/28,21.1,23,19.6,7,0,2,4.2,0
2014/8/29,23.3,26.2,20.8,0.5,0,2.1,4.1,0
2014/8/30,22.6,26.1,19.9,26,1.9,2.5,4.5,0
2014/8/31,23.2,25.7,21.3,0,2.1,2,3.8,0
2014/9/1,21.8,23.8,20.1,38.5,0,2.4,4.1,0
2014/9/2,24.5,29.8,20,0,10.2,2.7,5.9,0
2014/9/3,24.1,27.3,22,0,2.6,2.6,5.9,0
2014/9/4,25.2,27.7,22,0,2.9,2.6,4.9,0
2014/9/5,27.8,31.6,24.2,0,4.4,3,5.6,0
2014/9/6,27.3,31.1,24.1,9,2.9,2.6,5.2,0
2014/9/7,21.7,24.4,19.4,5,0,2,4.5,0
2014/9/8,22.1,24.4,19.6,2,0,1.7,3.8,0
2014/9/9,23.5,28.1,20.1,1.5,5.3,3.1,5,0
2014/9/10,23.4,26.9,19.8,81,1.7,2.3,8.7,0
2014/9/11,21.8,23.2,19.9,4.5,0.7,1.8,4,0
2014/9/12,23.5,27.5,19.4,0,7.9,2.4,5.2,0
2014/9/13,23.1,27.3,20.3,0,6.1,2.6,6.1,0
2014/9/14,23.8,28.7,19.7,0,10.1,2.6,5.3,0
2014/9/15,24.1,26,21.5,0,1.1,2,4,0
2014/9/16,25.1,29.5,21.5,0,8.5,2.3,4.7,0
2014/9/17,23.3,26.1,20.9,0,0.5,2.8,4.7,0
2014/9/18,22.3,25.9,19.9,0,3.3,3,6,0
2014/9/19,22.3,25.6,18.4,0,3.2,2.2,3.8,0
2014/9/20,20.5,22.3,19.4,0,0,2.3,4.9,0
2014/9/21,21.3,26.7,16.4,0,10.6,2.7,5.7,0
2014/9/22,22.6,27.2,19.4,0,5.9,2.1,4.8,0
2014/9/23,22.1,26.4,17.7,0,10,2.8,6,0
2014/9/24,22.4,25.9,19.4,8.5,4.1,3.6,8.1,0
2014/9/25,24.4,28.5,22.1,5.5,0.2,4.5,8.5,0
2014/9/26,22.9,28.1,19.8,0,8.9,3.2,5.8,0
2014/9/27,20.2,23.5,17.4,0,4.6,3.2,5.6,0
2014/9/28,21.7,27,17.6,0,10.2,3.3,5.6,0
2014/9/29,23.5,28.3,20.2,0,11.1,3.1,5.5,0
2014/9/30,24.7,29.1,20.8,0,8.8,1.8,4.2,0
2014/10/1,21.2,24.6,19.6,5,0,2.5,4.5,0
2014/10/2,21.7,24.7,19.5,0,0.9,2.1,5.9,0
2014/10/3,25.7,29.8,22.5,0,8.6,4,7.3,0
2014/10/4,24.2,25.7,22.4,0,0.2,2.4,4.5,0
2014/10/5,17.2,22.4,15.2,148.5,0,3.1,4.7,0
2014/10/6,21.3,28.4,16.1,123.5,4.6,3.9,11.5,0
2014/10/7,20,24,17.7,0,4.7,2.8,4.5,0
2014/10/8,20.3,24.4,16.8,0,4,2.2,4.2,0
2014/10/9,21,24,18,0,1.5,2.4,5.9,0
2014/10/10,22.4,26.3,17.8,0,7.2,2.5,4.9,0
2014/10/11,20.3,23.5,18.2,0,5.2,2.5,3.8,0
2014/10/12,18.6,20.6,17,0,1,2,3.8,0
2014/10/13,18.1,24,15.7,49,0,2.4,9.6,0
2014/10/14,23.1,27.1,18.8,14,9.3,5.8,9.8,0
2014/10/15,15.9,19.1,13.8,9,0.1,2.6,5,0
2014/10/16,16.8,21.1,13.5,0,5.7,2.7,4.6,0
2014/10/17,18.4,24,15,0,10.5,3,6.5,0
2014/10/18,17.5,21.8,13.4,0,7.3,2.2,4.8,0
2014/10/19,18.3,23,13.5,0,9.7,2.5,5,0
2014/10/20,19.4,24.1,15.8,0,4.7,2.3,5.7,0
2014/10/21,19,21.4,16.4,1,0.1,2.2,6.8,0
2014/10/22,16.1,19.5,13.9,26,0,2.9,5.7,0
2014/10/23,14.3,15.5,12.9,5.5,0,2.4,3.8,0
2014/10/24,16.7,20.7,13,0,6.3,1.9,4,0
2014/10/25,18.3,22.7,12.9,0,8.9,2,4.4,0
2014/10/26,20.1,23.9,16.3,3,3.5,1.9,4.1,0
2014/10/27,19.3,23,15.1,0,3.2,2.9,8.8,0
2014/10/28,15.8,20.2,13.8,0,9.6,4.2,8.4,0
2014/10/29,16.4,21.6,13.1,0,9.8,2.9,5.8,0
2014/10/30,16.8,21.8,11.9,0,8.2,2.2,4.2,0
2014/10/31,18.4,20.8,15.3,0,0.4,1.8,3.2,0
2014/11/1,16.8,18.6,15.6,9.5,0,1.8,3.7,0
2014/11/2,19.5,22.4,15.4,0.5,4.2,2.9,6.4,0
2014/11/3,18,21.6,14.1,0,3.2,2.9,5.9,0
2014/11/4,16.2,19.9,12.3,0,9.8,3,6,0
2014/11/5,15.2,17.6,11.9,0,0.2,3,4.5,0
2014/11/6,17.7,21.3,14.3,2,0.9,2.5,5.5,0
2014/11/7,17.7,21.1,14.7,0,7.3,3.6,6.9,0
2014/11/8,14.1,15.4,12.9,0,0,2.6,4.6,0
2014/11/9,14.9,17.6,12.6,1,0.7,1.8,3.9,0
2014/11/10,17.8,22.2,13.3,0.5,7.5,2.3,5.6,0
2014/11/11,14.5,15.8,13,0,0,2.6,4.2,0
2014/11/12,14.1,16.3,12.3,3,0,1.6,3.4,0
2014/11/13,15,20.9,11.4,0,9.5,2.7,6.1,0
2014/11/14,12.8,16.8,8.8,0,9.5,2.6,4.7,0
2014/11/15,12.7,17.5,8.4,0,9.5,2.7,5.3,0
2014/11/16,12.5,16.2,9.8,0,7.5,2.4,4.5,0
2014/11/17,12.1,15.1,9.2,0,3.9,2.1,4.3,0
2014/11/18,12.9,16.8,10.2,0,8.3,3.9,7.5,0
2014/11/19,12.1,15.9,9.8,0,9.5,3,7.3,0
2014/11/20,9.1,11.6,6.9,17.5,0.2,2.3,4.3,0
2014/11/21,12.3,16.6,7.8,0,8,1.9,3.8,0
2014/11/22,13.8,18.7,10.5,0,8.6,1.5,3.4,0
2014/11/23,14.1,19.1,9.8,0,9.1,2.4,4.2,0
2014/11/24,13.2,15.6,10.7,0,1.5,1.7,3.3,0
2014/11/25,11.1,12.6,9.5,10,0,2.4,5.3,0
2014/11/26,9.2,10,8.5,44,0,4.9,7.5,0
2014/11/27,12.9,17,9.3,1.5,8.9,1.9,5.3,0
2014/11/28,14.1,16.3,11.4,0,1.5,1.4,2.9,0
2014/11/29,13.8,19.4,11.8,8,0.6,1.8,4.9,0
2014/11/30,15.1,17.5,12.7,1,4.7,2,4,0
2014/12/1,13.5,14.9,12.6,11,0,1.7,3.9,0
2014/12/2,10.8,14.4,5.9,0,8.6,4.4,7.9,0
2014/12/3,8.2,13.6,3,0,8.8,3.4,7,0
2014/12/4,8.8,13.2,5.9,5,0.1,2.3,5.5,0
2014/12/5,8.3,13.4,3.9,0,4.3,2.4,5.5,0
2014/12/6,5.1,9.8,1.7,0,7.1,2.3,5.4,0
2014/12/7,6.2,10.8,2,0,8.8,2.3,6,0
2014/12/8,6.6,11.6,3.2,0,8.5,1.8,3.4,0
2014/12/9,7.3,12.4,2.8,0,8.9,3.6,7.7,0
2014/12/10,7.3,10.8,3.6,0,4.5,2,4.9,0
2014/12/11,9.6,16.2,5.3,1.5,0.6,2.5,7.4,0
2014/12/12,9.3,11.1,5.6,0,1.3,2.7,5.7,0
2014/12/13,7,12.7,1.9,0,8.9,2.7,6.3,0
2014/12/14,4.8,8.9,1.2,0,7.7,2.2,4.1,0
2014/12/15,5.3,10.4,0.1,0,8.2,2.2,5,0
2014/12/16,3.6,5.3,1.9,18,0.4,2.6,7.1,0
2014/12/17,4.3,9.1,1.4,0,8.3,4.4,8.1,0
2014/12/18,4,8.3,-1.3,0,9,4.1,10.4,0
2014/12/19,5.4,9.5,0,0,9,2.7,4.8,0
2014/12/20,5.3,7.6,3.4,21,0.3,2.1,4.9,0
2014/12/21,8.6,12.6,4.2,0,5.1,1.9,5.8,0
2014/12/22,7.1,11.4,3.1,0,9.1,2.8,5.3,0
2014/12/23,6.3,11.2,2.4,0,8.5,2.8,5.3,0
2014/12/24,5.9,11.9,1.4,0,6.8,1.4,3.1,0
2014/12/25,6.3,11.5,3.1,0,2.8,2.8,5.7,0
2014/12/26,5.1,10,0.4,0,8.8,2.8,5.6,0
2014/12/27,4.6,8.7,1.8,0,8.9,3.5,6.7,0
2014/12/28,3.8,8,-0.6,0,6.6,1.9,3.6,0
2014/12/29,4.2,6.1,2.5,5.5,0,2,5,0
2014/12/30,6.6,12.2,1.8,0,6.5,1.4,3.9,0
2014/12/31,8,12.9,1.8,0,8.8,2.6,6.3,0
2015/1/1,3.7,8.2,0.7,0,1.3,4.4,9.4,0
2015/1/2,2.7,7.9,-2.2,0,6,2.1,4.2,0
2015/1/3,3.8,8.9,-1.1,0,8.9,3,7.4,0
2015/1/4,4,9.3,-0.4,0,6,1.3,2.8,0
2015/1/5,6.9,12.9,1.3,0,8.9,2.4,5,0
2015/1/6,10.8,16,5.8,6.5,0.2,5.2,8.9,0
2015/1/7,5.6,10.2,3,0,3.3,4.2,7,0
2015/1/8,6.2,11.2,2,0,8.9,4.4,8.4,0
2015/1/9,6.7,11,3.5,0,8.9,4.1,8.1,0
2015/1/10,6.3,11.2,1.9,0,9.1,3.5,8.8,0
2015/1/11,6.4,10.8,0.2,0,9.1,2.7,5.7,0
2015/1/12,5.2,9,2,0,9.1,4.6,9.1,0
2015/1/13,6.6,11.8,2.5,0,9.1,3.3,7.5,0
2015/1/14,6.6,11.5,1.2,0,5.9,1.6,3.5,0
2015/1/15,5.4,8.2,3.4,35.5,0,3.2,8.1,0
2015/1/16,8.9,13.2,4.9,0,6.9,2.8,5.7,0
2015/1/17,5.9,11.6,1.3,0,6.9,4.2,9.4,0
2015/1/18,4.7,10.9,-0.5,0,9.3,3.3,6.4,0
2015/1/19,5.7,11.7,-0.7,0,9,2.5,5.7,0
2015/1/20,6.3,11.2,2.7,0,9.2,3.6,6.8,0
2015/1/21,2.5,3.8,1.5,4,0,3.1,5,0
2015/1/22,4.6,5.6,3.2,7.5,0,2.4,5.2,0
2015/1/23,6.9,12.8,3.7,7.5,6.8,4.3,9.1,0
2015/1/24,4.9,8.1,2.9,0,0.4,2.4,6.6,0
2015/1/25,7,12.2,0.9,0,7.1,2,4.9,0
2015/1/26,9,12.9,5.6,0.5,4.4,2,3.8,0
2015/1/27,9.8,16.4,5.8,14.5,5.1,3.1,6.3,0
2015/1/28,5.2,9.7,1.4,0,6.2,4,7.6,0
2015/1/29,3.9,8.2,-0.9,0,6.6,2.5,5.1,0
2015/1/30,2.2,4.7,0.4,16.5,0,3.3,5.5,0
2015/1/31,4.9,10.5,0.8,0,9.4,4.4,10.5,0
2015/2/1,4,8.6,0.7,0,9.6,5.5,10.4,0
2015/2/2,4.7,9.6,1,0,9.6,4.7,9.1,0
2015/2/3,4.7,10.3,0.4,0,9.4,2.5,4.8,0
2015/2/4,5.2,9.6,1.1,0,7.6,2.3,4.4,0
2015/2/5,2.6,5.1,1.1,9,0,2.5,4.8,0
2015/2/6,5.4,12,-0.3,0,8.9,2.8,5.9,0
2015/2/7,5.3,9.6,1.2,1.5,3.6,2.4,5.9,0
2015/2/8,4,6.8,2,6,0.3,1.9,4.6,0
2015/2/9,2,4.9,-0.6,0,1.7,3.2,7,0
2015/2/10,3.2,8.1,-2.4,0,9.6,2.2,5,0
2015/2/11,5.6,10.9,0.2,0,9.7,2,4.2,0
2015/2/12,7,13,1.2,0,9.5,1.7,3.8,0
2015/2/13,5,12.3,1.1,0,6.3,3.9,7.9,0
2015/2/14,4.9,10.6,-1.4,0,9.9,3.2,7.3,0
2015/2/15,5.5,11.7,0.3,0,9.8,5,11,0
2015/2/16,7,13.2,1.5,0,9.8,2.9,6.8,0
2015/2/17,3.9,5.4,1.3,3,0,2.4,4.7,0
2015/2/18,3.3,4.3,2.5,10.5,0,3.2,6.5,0
2015/2/19,6.2,13,0.9,0,9.2,2.4,4.5,0
2015/2/20,6.3,11.9,2.5,0,7.9,2.4,4.3,0
2015/2/21,6.2,10.5,2,0,9.2,2.4,5.2,0
2015/2/22,6.3,8,4.4,1.5,0,1.6,3.7,0
2015/2/23,10.7,19.2,6.3,16,4.9,2.3,7.1,0
2015/2/24,9.7,12.7,7.2,0,0,2,4.2,0
2015/2/25,9.2,13.2,7.5,0,2.8,2.7,5.4,0
2015/2/26,6.6,7.9,5,14.5,0,2.6,4.7,0
2015/2/27,8.2,15.3,3.8,0,8.4,3.8,9.2,0
2015/2/28,7.4,12.8,3,0,9.2,3.8,6.9,0
2015/3/1,6.9,9.8,5.4,29,0,3.1,9.5,0
2015/3/2,9.3,14.1,5.1,0,10.9,4.2,7.6,0
2015/3/3,5.6,7.7,3.6,0.5,0,2.4,4.4,0
2015/3/4,9.6,17.5,3.2,18.5,5.7,2.6,5.3,0
2015/3/5,9.3,14.3,5.4,0,10.2,3.7,7.9,0
2015/3/6,7.3,12,4.9,0,1.9,2.8,4.4,0
2015/3/7,6,8.2,3.9,4.5,0,2.7,4.3,0
2015/3/8,8.2,10.9,5.9,0.5,0,3.4,5.6,0
2015/3/9,9,9.9,8.4,23,0,3,5.5,0
2015/3/10,7.7,13.7,1.7,2.5,3.4,4.6,7.5,0
2015/3/11,6.2,12.2,-0.4,0,11.1,3.6,7,0
2015/3/12,8.6,14.8,3.6,0,10.9,3.9,6.5,0
2015/3/13,8.9,14.4,1.8,0,10.6,3,7,0
2015/3/14,8.9,13.5,4.7,0,6,2.6,4.6,0
2015/3/15,8.4,13,4.9,0,3.3,1.9,3.5,0
2015/3/16,11.1,16,7.3,10,3.2,1.9,4.7,0
2015/3/17,14.5,21.2,9.2,0.5,10,2.6,5.5,0
2015/3/18,14.8,21.7,10.7,0,4.3,2.2,4.7,0
2015/3/19,11.9,15.9,10.3,5,0.6,2.1,4.3,0
2015/3/20,11.8,14.9,9.9,0,0.6,2.3,4,0
2015/3/21,10.5,16,7.2,0,1.9,2.6,5.6,0
2015/3/22,12.9,18.7,6.6,0,9.8,3.2,6.7,0
2015/3/23,10.7,17,4.7,0,7.3,2.9,6.5,1
2015/3/24,8.2,15.1,3.9,0,10.8,4.6,7.8,1
2015/3/25,8.1,14.3,2.7,0,11.8,5,8.2,1
2015/3/26,9.5,15.8,4.9,0,11.8,3.9,7.5,1
2015/3/27,12.3,20.4,4,0,11.9,3,5.7,1
2015/3/28,14.1,20.6,7.6,0,8.2,2.7,5.2,1
2015/3/29,14.6,21.1,9,0,5,3,6.7,1
2015/3/30,16.2,23.6,9.4,0,11.5,3.1,6,0
2015/3/31,16.7,23.2,9.8,0,11.5,4.7,9.7,0
2015/4/1,13.9,18.7,8.8,1.5,0,2.6,6.8,0
2015/4/2,11.6,17.4,6.5,0,11.1,3.8,7.1,0
2015/4/3,17.3,20.6,12.1,0,0,6.4,10.4,0
2015/4/4,13.2,19.1,10,0,0,3.5,7.4,0
2015/4/5,10.3,11.4,8.6,8,0,1.5,3.5,0
2015/4/6,16.2,22.9,11.2,0,7.9,2.1,5.7,0
2015/4/7,10,13,6.9,4.5,0,3,5.7,0
2015/4/8,4.1,7.6,2.4,20,0,3.5,5.8,0
2015/4/9,7.4,13.2,3.2,0,8.7,2.6,4.5,0
2015/4/10,8.3,12.1,5.3,9.5,0,2.7,4.9,0
2015/4/11,11.5,16.2,8.4,7.5,0,2.8,5.1,0
2015/4/12,12.9,18,8.4,0,8.3,2.5,4.5,0
2015/4/13,9.7,11.3,8.5,36.5,0,3.2,5.9,0
2015/4/14,12.1,14.1,9.3,22.5,0,2,4.8,0
2015/4/15,15.4,21.4,10.5,2,10.2,4.7,10.2,0
2015/4/16,15.7,21.5,8.8,0,9,2.5,5.7,0
2015/4/17,16.4,24.9,9.3,3.5,5.8,3.2,6.8,0
2015/4/18,14,19.7,6.8,0,11.1,4.2,9.3,0
2015/4/19,14.3,17.2,10.4,0,0,1.5,3.6,0
2015/4/20,18.4,20.7,13.6,10.5,0.2,5.3,10.3,0
2015/4/21,17.5,20.5,13.9,0.5,0,3,9.8,0
2015/4/22,15.7,21.4,11.2,2.5,4.8,2.6,7,0
2015/4/23,18,24.8,11.9,0,11.6,2.5,6.4,0
2015/4/24,18.3,23.9,14,0,6.8,4.2,7.8,0
2015/4/25,17.2,22.9,12.6,0,6.5,2.7,7.4,0
2015/4/26,17.8,23.8,12.4,0,12.4,3.3,6.5,0
2015/4/27,19.3,25,13.3,0,12.3,2.9,6.4,0
2015/4/28,20.8,27.2,14.6,0,10.8,2.8,5.8,0
2015/4/29,19.4,24.3,15,0,7.5,3.3,5.8,0
2015/4/30,19,24,14.7,0,4.5,2.4,4.8,0
2015/5/1,20.5,27.5,14.5,0,12.2,2.4,4.8,0
2015/5/2,21,27.6,15.2,0,12.3,2.7,6,0
2015/5/3,21.2,27,17.2,0,8.2,2.9,5.7,0
2015/5/4,21.6,26.6,18.5,0,7.4,5.4,10.1,0
2015/5/5,18.3,22.4,13.1,0,6.8,3.8,7.7,0
2015/5/6,18.2,24.7,11.6,0,9.4,3.2,6.1,0
2015/5/7,19.1,24.7,15.7,0,3.2,2.1,5,0
2015/5/8,20.7,26.8,15.8,0,10.6,2.6,5.1,0
2015/5/9,18.7,21.3,16.3,0,0,2,4.6,0
2015/5/10,19.7,27,13.8,0,10,3.5,7,0
2015/5/11,17.2,23.5,12.1,0,11.6,3.8,6.9,0
2015/5/12,19.6,22.7,15.9,58.5,1,6,9.3,0
2015/5/13,22.5,28.4,17.4,0,11.5,3.7,10,0
2015/5/14,23.1,28.6,16.9,0,10.2,3.2,6.4,0
2015/5/15,22.7,27.8,18.9,0,8.8,3.4,6.9,0
2015/5/16,20.9,23.7,19.5,3.5,0.1,2.6,5,0
2015/5/17,22.2,27.8,18.9,0,10,3.1,6.4,0
2015/5/18,21.5,26.2,17.5,3.5,4.8,3.6,6.7,0
2015/5/19,20.2,24.2,16.6,4.5,0,1.9,4.1,0
2015/5/20,22.2,27.3,18.3,0.5,7.9,2.8,4.9,0
2015/5/21,19.5,25.7,13.4,8.5,9.8,4,7.9,0
2015/5/22,20.5,26,15,0,10.1,4.1,7.1,0
2015/5/23,21.6,27.1,16.1,0,10.3,3,5.8,0
2015/5/24,21,26,17.3,0,7.4,2.7,5.4,0
2015/5/25,21.3,26.1,16.6,0,6.5,2.4,5.1,0
2015/5/26,23.3,30.9,16.9,0,12.5,2.6,5.5,0
2015/5/27,23.9,30.2,18.7,0,12.6,3.2,7,0
2015/5/28,22.1,26.8,18.4,0,4.7,3.1,6.2,0
2015/5/29,20.7,22.8,18.3,9,0,3,6,0
2015/5/30,23.4,29.6,18.4,0,10.3,3.3,6.7,0
2015/5/31,25.7,32.2,20.6,0,10.4,2.6,6,0
2015/6/1,23.6,27.7,20.8,0,10.7,3.5,5.7,0
2015/6/2,23.5,28.7,19.7,0,8.4,4.1,7.7,0
2015/6/3,21.7,22.9,20.1,16,0,2.4,5.5,0
2015/6/4,23.1,29.1,18.6,0,12.5,4.7,7.7,0
2015/6/5,18.8,22.5,14.2,27,2.1,2.4,6.2,0
2015/6/6,18,24.6,13.4,23.5,2.5,2.7,5,0
2015/6/7,20.8,25.5,16.1,0,7.8,3.2,6,0
2015/6/8,21,25.3,17.2,0.5,5.2,3.8,6.6,0
2015/6/9,19.5,21.9,17.3,33,0,2.5,6.7,0
2015/6/10,22.6,27.8,17.5,0,8.1,2.8,6.5,0
2015/6/11,23,27.5,18.9,0,5.4,2.6,5.4,0
2015/6/12,21.4,25,18.9,4.5,0.1,1.8,3.7,0
2015/6/13,24,29,20.8,0,3.7,2.7,5.2,0
2015/6/14,22.5,26.8,20.5,1.5,1.6,2.4,5.9,0
2015/6/15,24.6,30.8,19.5,0,12.2,2.5,6.5,0
2015/6/16,23.3,27.2,20,31,1.1,2.2,4.9,0
2015/6/17,21.6,24.8,19.8,11,0.6,2.2,4.3,0
2015/6/18,21.9,26.1,19.8,0,0.7,3,8.2,0
2015/6/19,19.1,20.8,17.6,10.5,0,2.7,4.4,0
2015/6/20,21.7,26.9,17.2,0,9.4,2.9,6.1,0
2015/6/21,20.6,22.8,18.2,0.5,0.1,1.8,3.7,0
2015/6/22,22.6,26.8,18.5,0,2.1,2.3,4.7,0
2015/6/23,23.4,28.8,18.4,20,6.1,2.7,5.7,0
2015/6/24,23.8,29.9,18,0,12.4,2.4,5.3,0
2015/6/25,24.3,28.7,20.6,0,7.8,2.9,7.3,0
2015/6/26,22.4,25.6,20.6,13,0.2,2.4,5.4,0
2015/6/27,22.6,25.5,20.6,3,0,1.5,2.8,0
2015/6/28,23.2,31.4,18.4,0,8,2.7,5.9,0
2015/6/29,21.6,26.3,18,0,6.4,3.2,5.6,0
2015/6/30,22.5,26.7,19.8,0.5,2.1,3.2,5.9,0
2015/7/1,20.5,22.4,19.2,13.5,0,2.1,5.4,0
2015/7/2,22.5,25,20.1,2.5,0.2,1.9,4,0
2015/7/3,21.9,23.4,20.8,67.5,0,2,4,0
2015/7/4,22.5,25.9,20.8,4,0,1.8,4,0
2015/7/5,20.1,21.9,19.1,20,0,1.8,4,0
2015/7/6,19.8,21.1,18.9,14.5,0,1.7,3.1,0
2015/7/7,21.3,24.3,18.7,0,0,1.5,4.2,0
2015/7/8,22.4,26.6,19.2,11,0.2,1.7,4.4,0
2015/7/9,19.4,20.4,18.6,11,0,2,4.2,0
2015/7/10,23.2,28.9,17.6,0.5,9.1,2.1,5.3,0
2015/7/11,25.9,31.3,21.1,0,11.5,2.8,5.8,0
2015/7/12,27.2,32,22.4,0,12.6,2.7,5.8,0
2015/7/13,29.4,34.2,24.1,0,11.5,5,9.3,0
2015/7/14,29.9,34.3,26.7,0,13.3,6.8,10.3,0
2015/7/15,28.4,33.2,24.2,0,13,4.7,9.2,0
2015/7/16,26.4,28.9,23.6,63.5,0.2,4.8,9.5,0
2015/7/17,26.7,30.4,22.8,14.5,1.1,5.3,9.7,0
2015/7/18,27.2,29.9,25.6,0.5,2.7,5.5,8.5,0
2015/7/19,29.4,34.8,25,0,8.3,3.3,6,0
2015/7/20,28.8,33.5,25.8,0,6.7,2.4,6.4,0
2015/7/21,29.4,34.9,25.4,0,13.2,3.8,7.5,0
2015/7/22,28.9,32.8,25.4,0,13.4,6.4,10.7,0
2015/7/23,27,30.4,24.7,4.5,2.7,4.5,8,0
2015/7/24,28.1,33.9,25,7,5.2,2,4.4,0
2015/7/25,28.6,33.1,24.7,0,8.4,2.2,5.3,0
2015/7/26,30.3,35.8,26,0,12.4,2.4,5.6,0
2015/7/27,30.4,35,25.6,0,12.9,2.7,5.1,0
2015/7/28,29.6,34.1,27.1,0,6.4,2.4,5.1,0
2015/7/29,29.4,32.5,27.1,0,3.2,2.6,5.8,0
2015/7/30,29.1,34.3,26.5,0,3.6,2.2,4.8,0
2015/7/31,30,35,25.9,0,10,2.7,5.2,0
2015/8/1,30.5,35.3,26.6,0,8.9,2.6,5.1,0
2015/8/2,30.2,35.1,26.3,0,9.6,2.6,5.6,0
2015/8/3,29.8,35,26.1,0,12,3.1,6.7,0
2015/8/4,30,35.1,26.5,0,11.4,3.4,6.6,0
2015/8/5,30.2,35.2,25.7,0,12.8,4.1,8.2,0
2015/8/6,30.9,35.9,26.8,0,11.9,3,6.7,0
2015/8/7,31.5,37.7,26.8,0,9.2,2.6,6.1,0
2015/8/8,27.6,32.6,24.9,0,4.3,3.2,5.7,0
2015/8/9,27.9,33.4,24.7,0,3.4,2.5,4.6,0
2015/8/10,27.9,31.9,25.5,1,2,2.6,6.1,0
2015/8/11,29.4,35.5,25.3,0,7.8,2.6,4.7,0
2015/8/12,28.9,33.7,26.3,0,3,2.3,4.8,0
2015/8/13,27.5,30.5,25.3,1,2.2,3,6.4,0
2015/8/14,26.9,31.8,24,2,1.5,2.3,5.3,0
2015/8/15,27.7,33.1,24.1,0,7.3,2.5,6.1,0
2015/8/16,27.8,31.9,24.6,8,4.7,2.7,5.5,0
2015/8/17,25.7,28,23.6,33.5,0.1,4,8.9,0
2015/8/18,28.2,31.9,26,0,4.6,3.8,7.2,0
2015/8/19,27.8,31.4,25.7,0,5,3,6,0
2015/8/20,25.6,27,24,8,0,1.9,4.1,0
2015/8/21,26,29.4,24.5,2.5,0.1,1.9,3.9,0
2015/8/22,28.3,32.7,24.7,0,8.2,3.3,7,0
2015/8/23,26.7,31.4,24,0,4.2,3.3,6.2,0
2015/8/24,24.3,29.3,21.6,0,2,3.3,6.3,0
2015/8/25,21.5,22.9,18.2,0.5,0.1,3.3,5.5,0
2015/8/26,19.5,21.3,17.9,35.5,0,3.3,5.3,0
2015/8/27,23.6,27.3,20.2,0,1.3,2.4,4,0
2015/8/28,21.7,22.9,19.9,3,0,2.7,5,0
2015/8/29,20,21,19.1,2.5,0,2.4,4.3,0
2015/8/30,21.2,22.5,20.3,3.5,0,1.8,3.7,0
2015/8/31,22.1,24.1,20.6,2.5,0,1.7,3.5,0
2015/9/1,23.7,26.5,21.4,12,0.3,2,5.3,0
2015/9/2,26.9,31.5,24.5,5.5,6.1,5,9.1,0
2015/9/3,25.7,30.4,22.9,1.5,1.5,2.6,6.5,0
2015/9/4,24.7,30.1,22.3,14,6.3,2.5,5.4,0
2015/9/5,25.4,29.3,22.9,0,2.3,2.5,5.1,0
2015/9/6,23.8,27.5,22.4,46.5,0,1.9,5.9,0
2015/9/7,23,26.1,20.7,19,0.2,2.3,5,0
2015/9/8,20,21,18.8,65.5,0,2.2,4.5,0
2015/9/9,22.4,25.3,18.7,156.5,0,2.7,6.3,0
2015/9/10,21.8,23.5,19.8,50,0,2.1,4.8,0
